time, xAcc, yAcc, zAcc, xAcc_calib, yAcc_calib, zAcc_calib, xAcc_linear, yAcc_linear, zAcc_linear, accMag
0,-0.1264656,-1.008362,-0.0345455,0,0,0,0,0,0,0.000583619
0.01998901,-0.1347651,-0.9805308,-0.0294186,0,0,0,0,0,0,-0.008358542
0.03997803,-0.1347651,-0.9805308,-0.0294186,0,0,0,0,0,0,-0.0136847
0.05999756,-0.1350094,-0.9756466,-0.02819717,0,0,0,0,0,0,-0.01861306
0.07998657,-0.06542981,-0.9959115,-0.06579547,0,0,0,0,0,0,-0.01576188
0.09997559,-0.06542981,-0.9959115,-0.06579547,0,0,0,0,0,0,-0.0138886
0.1199951,-0.05249042,-0.9834591,-0.06994522,0,0,0,0,0,0,-0.01752069
0.1399841,-0.1501474,-0.9851691,0.0875245,0,0,0,0,0,0,-0.01459397
0.1599731,-0.1501474,-0.9851691,0.0875245,0,0,0,0,0,0,-0.01268613
0.1799927,-0.2014164,-1.006654,0.01818921,0,0,0,0,0,0,-0.00138562
0.1999817,-0.0427252,-0.9732053,-0.01574635,0,0,0,0,0,0,-0.01449035
0.2200012,-0.1457518,-0.9907846,0.03771967,0,0,0,0,0,0,-0.01167707
0.2399902,-0.1542971,-0.9915159,-0.04894905,0,0,0,0,0,0,-0.008921213
0.2599792,-0.1542971,-0.9915159,-0.04894905,0,0,0,0,0,0,-0.007170542
0.2799988,-0.08203195,-1.032288,-0.07116666,0,0,0,0,0,0,0.006625922
0.2999878,-0.09204146,-1.020813,-0.008911002,0,0,0,0,0,0,0.00996589
0.3199768,-0.09936538,-1.011536,-0.01354933,0,0,0,0,0,0,0.008661175
0.3399963,-0.09033146,-1.007141,-0.02868574,0,0,0,0,0,0,0.005926343
0.3599854,-0.08398468,-1.006898,-0.05017048,0,0,0,0,0,0,0.004235412
0.3799744,-0.08398468,-1.006898,-0.05017048,0,0,0,0,0,0,0.003172993
0.3999939,-0.05224614,-1.017883,-0.06213273,0,0,0,0,0,0,0.006101427
0.4199829,-0.05224614,-1.017883,-0.06213273,0,0,0,0,0,0,0.007813682
0.4399719,-0.1025395,-1.01886,-0.04699632,0,0,0,0,0,0,0.01028305
0.4599915,-0.1169431,-1.008607,-0.06115714,0,0,0,0,0,0,0.008683052
0.4799805,-0.1169431,-1.008607,-0.06115714,0,0,0,0,0,0,0.007633339
0.5,-0.1208501,-0.9656371,-0.03991669,0,0,0,0,0,0,-0.00949555
0.519989,-0.09399419,-0.9951786,-0.04528787,0,0,0,0,0,0,-0.009634781
0.539978,-0.07690505,-1.021302,-0.04455501,0,0,0,0,0,0,-0.000306457
0.5599976,-0.1181645,-1.045961,-0.02087325,0,0,0,0,0,0,0.01584594
0.5799866,-0.1586912,-1.022279,-0.0294186,0,0,0,0,0,0,0.018665
0.5999756,-0.1608882,-0.9800422,-0.05285608,0,0,0,0,0,0,0.004849376
0.6199951,-0.1352537,-0.9744267,-0.04455501,0,0,0,0,0,0,-0.007268
